-100 -100 -10 -10 0 14.142135623730951011
-100 -90 -9 -10 0 13.453624047073709846
-100 -80 -8 -10 0 12.806248474865697062
-100 -70 -7 -10 0 12.206555615733702069
-100 -60 -6 -10 0 11.661903789690601485
-100 -50 -5 -10 0 11.180339887498949025
-100 -40 -4 -10 0 10.770329614269007479
-100 -30 -3 -10 0 10.440306508910550676
-100 -20 -2 -10 0 10.198039027185568983
-100 -10 -1 -10 0 10.049875621120889946
-100 0 0 -10 0 10
-100 10 1 -10 0 10.049875621120889946
-100 20 2 -10 0 10.198039027185568983
-100 30 3 -10 0 10.440306508910550676
-100 40 4 -10 0 10.770329614269007479
-100 50 5 -10 0 11.180339887498949025
-100 60 6 -10 0 11.661903789690601485
-100 70 7 -10 0 12.206555615733702069
-100 80 8 -10 0 12.806248474865697062
-100 90 9 -10 0 13.453624047073709846
-90 -100 -10 -9 0 13.453624047073709846
-90 -90 -9 -9 0 12.727922061357855199
-90 -80 -8 -9 0 12.041594578792295778
-90 -70 -7 -9 0 11.40175425099137918
-90 -60 -6 -9 0 10.816653826391968707
-90 -50 -5 -9 0 10.2956301409870008
-90 -40 -4 -9 0 9.8488578017961039279
-90 -30 -3 -9 0 9.4868329805051381243
-90 -20 -2 -9 0 9.2195444572928870741
-90 -10 -1 -9 0 9.0553851381374173002
-90 0 0 -9 0 9
-90 10 1 -9 0 9.0553851381374173002
-90 20 2 -9 0 9.2195444572928870741
-90 30 3 -9 0 9.4868329805051381243
-90 40 4 -9 0 9.8488578017961039279
-90 50 5 -9 0 10.2956301409870008
-90 60 6 -9 0 10.816653826391968707
-90 70 7 -9 0 11.40175425099137918
-90 80 8 -9 0 12.041594578792295778
-90 90 9 -9 0 12.727922061357855199
-80 -100 -10 -8 0 12.806248474865697062
-80 -90 -9 -8 0 12.041594578792295778
-80 -80 -8 -8 0 11.313708498984761164
-80 -70 -7 -8 0 10.630145812734649979
-80 -60 -6 -8 0 10
-80 -50 -5 -8 0 9.4339811320566031583
-80 -40 -4 -8 0 8.9442719099991592202
-80 -30 -3 -8 0 8.5440037453175303739
-80 -20 -2 -8 0 8.2462112512353211713
-80 -10 -1 -8 0 8.0622577482985491315
-80 0 0 -8 0 8
-80 10 1 -8 0 8.0622577482985491315
-80 20 2 -8 0 8.2462112512353211713
-80 30 3 -8 0 8.5440037453175303739
-80 40 4 -8 0 8.9442719099991592202
-80 50 5 -8 0 9.4339811320566031583
-80 60 6 -8 0 10
-80 70 7 -8 0 10.630145812734649979
-80 80 8 -8 0 11.313708498984761164
-80 90 9 -8 0 12.041594578792295778
-70 -100 -10 -7 0 12.206555615733702069
-70 -90 -9 -7 0 11.40175425099137918
-70 -80 -8 -7 0 10.630145812734649979
-70 -70 -7 -7 0 9.8994949366116653522
-70 -60 -6 -7 0 9.2195444572928870741
-70 -50 -5 -7 0 8.6023252670426266775
-70 -40 -4 -7 0 8.0622577482985491315
-70 -30 -3 -7 0 7.6157731058639086541
-70 -20 -2 -7 0 7.280109889280518054
-70 -10 -1 -7 0 7.0710678118654755053
-70 0 0 -7 0 7
-70 10 1 -7 0 7.0710678118654755053
-70 20 2 -7 0 7.280109889280518054
-70 30 3 -7 0 7.6157731058639086541
-70 40 4 -7 0 8.0622577482985491315
-70 50 5 -7 0 8.6023252670426266775
-70 60 6 -7 0 9.2195444572928870741
-70 70 7 -7 0 9.8994949366116653522
-70 80 8 -7 0 10.630145812734649979
-70 90 9 -7 0 11.40175425099137918
-60 -100 -10 -6 0 11.661903789690601485
-60 -90 -9 -6 0 10.816653826391968707
-60 -80 -8 -6 0 10
-60 -70 -7 -6 0 9.2195444572928870741
-60 -60 -6 -6 0 8.4852813742385695406
-60 -50 -5 -6 0 7.8102496759066539767
-60 -40 -4 -6 0 7.2111025509279782497
-60 -30 -3 -6 0 6.7082039324993694152
-60 -20 -2 -6 0 6.3245553203367590456
-60 -10 -1 -6 0 6.0827625302982193389
-60 0 0 -6 0 6
-60 10 1 -6 0 6.0827625302982193389
-60 20 2 -6 0 6.3245553203367590456
-60 30 3 -6 0 6.7082039324993694152
-60 40 4 -6 0 7.2111025509279782497
-60 50 5 -6 0 7.8102496759066539767
-60 60 6 -6 0 8.4852813742385695406
-60 70 7 -6 0 9.2195444572928870741
-60 80 8 -6 0 10
-60 90 9 -6 0 10.816653826391968707
-50 -100 -10 -5 0 11.180339887498949025
