4 8.9309668821955198236e-11 3.2612801348363973375e-16 0.95699530695279633186 0.015618009362956698088 1.0658141036401502788e-14 0.013863914401785984443
8 4.4654834410977599118e-11 5.2041704279304212832e-17 0.29603841881669140657 0.0050023945467285134414 2.8244073746463983019e-14 0.0049476940809679284192
16 2.2327417205488799559e-11 9.610368056911511303e-16 0.078927656335105261798 0.0013382380546183693468 5.0448534238967110672e-14 0.0013371961080754241752
32 1.1163708602744399779e-11 8.2572837456496017694e-16 0.02007043850035387586 0.00034038191229749379437 1.705302565824240383e-14 0.00034036477325464315966
64 5.5818543013721998897e-12 9.5062846483529028774e-16 0.0050393109679259711145 8.5464863118597529223e-05 4.4941828036826338019e-14 8.5464591824899139791e-05
128 2.7909271506860999449e-12 9.8532293435482642963e-16 0.0012611928193921961936 2.1389388205898164115e-05 6.0396132539608514221e-15 2.1389383953132981055e-05
256 1.3954635753430499724e-12 8.8470897274817161815e-16 0.00031538365921603795728 5.3487966599317000204e-06 1.3375967000683885494e-13 5.3487965934280652137e-06
512 6.9773178767152498622e-13 1.5300261058115438573e-15 7.8851257419441402301e-05 1.3372897790698363559e-06 8.9350749021832593325e-14 1.3372897780305684342e-06
1024 3.4886589383576249311e-13 1.1171619185290637688e-14 1.9713147222317794664e-05 3.3432809016432339581e-07 2.6698643296185766504e-13 3.3432809014797280119e-07
2048 1.7443294691788124655e-13 5.1764148523147923697e-15 4.9283070291807982091e-06 8.3582365527578363066e-08 3.16902060149004693e-13 8.3582365527311693271e-08
4096 8.7216473458940623277e-14 2.1756901835701114578e-14 1.2320746585633050769e-06 2.0895555788155744394e-08 1.2994050280212832149e-12 2.0895555788127051153e-08
8192 4.3608236729470311639e-14 2.226344109068634225e-14 3.0801323394936171863e-07 5.2237968444537348876e-09 1.3328005366020078429e-12 5.2237968444027995871e-09
16384 2.1804118364735155819e-14 2.1361384883178402561e-14 7.6996967511828973026e-08 1.3058416705468266715e-09 1.6436629834970516742e-12 1.3058416703713130076e-09
32768 1.090205918236757791e-14 1.6056600493641326466e-14 1.9242376646236771226e-08 3.2634398605647161522e-10 1.6990853168863395695e-12 3.2634398566129677922e-10
65536 5.4510295911837889548e-15 9.076073226310654718e-15 4.8044211276555146577e-09 8.1481304422451674935e-11 1.1661782650662644301e-12 8.1481303916966979278e-11
131072 2.7255147955918944774e-15 2.5673907444456744997e-16 1.1948514034631013352e-09 2.0264262387102820922e-11 1.2105871860512706917e-12 2.0264262385476435204e-11
262144 1.3627573977959472387e-15 7.1817551905439813709e-16 2.9144883129882624986e-10 4.9428704143476898095e-12 1.2605028132384177701e-12 4.942870362173948796e-12
524288 6.8137869889797361935e-16 6.1721461275254796419e-15 6.7018909964626974191e-11 1.1366340582794158336e-12 1.182876019356626744e-12 1.1366173001731563207e-12
1048576 3.4068934944898680968e-16 4.0453751459779141442e-15 1.0049511051469480561e-11 1.7048419925497395989e-13 1.4049206242816580521e-12 1.7043619667059566795e-13


4 8.9309667606038964667e-08 1.568492713488467416e-07 0.95699528659216315241 15.696689336364423539 3.0267953843576832822e-08 13.933757653828479306
8 4.4654833803019482334e-08 2.3809135996089025866e-07 0.29603831578036826633 5.0275938205494457023 3.5819068580167368764e-08 4.9726178078189473553
16 2.2327416901509741167e-08 6.2752242868668872688e-07 0.078927467891107064291 1.3449765913723272792 3.0267953843576832822e-08 1.3439293784939176923
32 1.1163708450754870583e-08 4.3966942087081406498e-08 0.020070434789758548333 0.34209662431820486717 2.5123796149273404597e-09 0.34207939938306841654
64 5.5818542253774352917e-09 1.821096695664436993e-07 0.0050392082252783045732 0.085893666918163011359 3.5819068580167368764e-08 0.085893394733069228231
128 2.7909271126887176458e-09 1.2972986844772549375e-06 0.0012612445079634329419 0.021498025485444386545 5.8549891764414498244e-08 0.021498021989692028821
256 1.3954635563443588229e-09 3.3414985054491808114e-06 0.00031603717801747562141 0.0053868836602836214777 1.473677612011670226e-07 0.0053868830846772464138
512 6.9773177817217941146e-10 4.9789049612058988714e-06 8.0176896781610924848e-05 0.0013666316842081023802 2.4728789267101094034e-07 0.0013666228131170021776
1024 3.4886588908608970573e-10 8.2570598465281364042e-06 1.7385118474554426784e-05 0.00029644585233604288897 5.1876568231818965958e-07 0.00029633076415554876482
2048 1.7443294454304485287e-10 4.82793516098922737e-06 8.0397969090005592452e-06 0.00013712409924075439163 6.0255971329752353375e-07 0.00013703910009055242369
4096 8.7216472271522426433e-11 7.2138819575684465235e-06 4.3555272861700970675e-06 7.4590030335009720902e-05 4.5823049058526522192e-07 7.4240385674786968373e-05
8192 4.3608236135761213216e-11 1.4127047318623908723e-05 2.8351502830697397632e-06 5.0347939342425076007e-05 6.075833742215763564e-07 4.8325351467718748177e-05
16384 2.1804118067880606608e-11 2.5053444421274662091e-05 6.3887677638563822698e-06 0.00011174184809705592109 1.4291459025116636651e-06 0.00010889696097058851332
32768 1.0902059033940303304e-11 2.8848300686945549387e-05 2.9604846913288435156e-06 5.8125778389056921786e-05 8.6848520750208994392e-07 5.0461642374279329012e-05
65536 5.451029516970151652e-12 5.4961708570999689982e-06 5.5581545656650723037e-06 9.4898552219976504626e-05 4.4105018259870122458e-07 9.4739274925661923037e-05
131072 2.725514758485075826e-12 1.8434403706635293929e-05 1.1684338977811798414e-05 0.00020001183051635313824 1.9453969958703964928e-06 0.00019916039316902797154
262144 1.362757379242537913e-12 7.9894084056064684773e-05 1.7976885047550416686e-05 0.00031666130763042800401 4.1158632751830740278e-06 0.00030641618590730094855
524288 6.8137868962126895651e-13 7.5657208117974050765e-05 6.009514768167526191e-06 0.0001273437419570636899 2.2007467034200089774e-06 0.00010243226495316529461
1048576 3.4068934481063447825e-13 4.3887479563409215189e-05 1.3436214196626818391e-05 0.00023318836538227012559 4.2657414991481345861e-06 0.00022902088951745665376


4 8.931065668009402386e-06 0.38603044623027926718 0.95740253201258795901 1570.480351379976355 0.00017764163737243507911 1394.1065796647917523
8 4.465532834004701193e-06 0.41160453688939924177 0.29652864020907593323 503.65254092084791182 0.00017764163737243507911 498.18692450605942668
16 2.2327664170023505965e-06 0.34341807822465852951 0.080029476589796436081 136.39024310016753816 0.00039987864525639453539 136.29436086316462706
32 1.1163832085011752983e-06 0.62560321894693515787 0.01870694278186070536 31.886326216073932471 0.00015543634543451479422 31.872943290354299961
64 5.5819160425058764913e-07 0.31194732971789562725 0.0018367086811237978185 3.1459385777424233588 0.00059902313020185099686 3.1301464338488500516
128 2.7909580212529382456e-07 3.5824488223854586977 0.0067355883116193724855 12.038429786778776176 0.0020713917217345442084 11.505040955911219669
256 1.3954790106264691228e-07 0.10836944973357276467 0.0025206181220237375458 4.2976926639698733723 0.00026638841409480667382 4.2961861506443987935
512 6.9773950531323456141e-08 5.6928067952076162328 0.012621970837154456585 22.289494302960324745 0.0033025068684137660023 21.585782440399455595
1024 3.488697526566172807e-08 0.013374762878356705187 0.0034363255143573540745 5.8573020442687120379 0.00062226386055094188177 5.857255148528231814
2048 1.7443487632830864035e-08 0.26410437145182186214 0.015021462519524717699 25.60760637861652711 0.0030783302357711363369 25.607505805095378548
4096 8.7217438164154320176e-09 0.29122826731941131584 0.015116341777648652223 25.765425361598143894 0.0023507926449731456238 25.760842561257838668
8192 4.3608719082077160088e-09 0.010813401508130482398 0.014311672151355517638 24.39451574145619972 0.0020713917217345442084 24.393966151290484845
16384 2.1804359541038580044e-09 0.19648620149973794469 0.014155964406866502342 24.128443783230935082 0.0027983206470210569318 24.125648734559522524
32768 1.0902179770519290022e-09 3.4722345915699861507 0.014011144475326853948 24.157345031303574245 0.002183124050979851679 23.930253352242978337
65536 5.451089885259645011e-10 11.217860677498720179 0.047095867333555266332 81.310048241241432265 0.0023507926449731456238 80.774665962433502386
131072 2.7255449426298225055e-10 29.049174846321193399 0.026089528552261761346 53.432703042025124773 0.0071933672171453945376 45.22307731884366433
262144 1.3627724713149112528e-10 10.939158566817695828 0.026637420493807174166 46.560255784746566121 0.011416897343424497677 45.107500058727161729
524288 6.8138623565745562638e-11 24.537267040926735717 0.035901594609146832149 66.33580451732667882 0.027049506674551519747 62.062861482850685491
1048576 3.4069311782872781319e-11 12.139707250605624722 0.21182151110061323007 361.86578271078667512 0.033116723361053507224 360.91399075605653479
